[2022-11-14 23:25:58,636] 0	T_sample 17.15	T_update 4.91	ETA 12:14:56	expert_R_avg 0.3341 [0.3716,0.5172,0.2540,0.2063,0.2327,0.7706]	expert_R_range (0.0493, 0.9644)	eps_len 10.46
[2022-11-15 07:54:35,930] 1277	T_sample 18.93	T_update 5.00	ETA 4:47:57	expert_R_avg 0.5310 [0.6990,0.4944,0.4861,0.1072,0.2988,0.0087]	expert_R_range (0.0245, 0.9301)	eps_len 73.53
[2022-11-15 07:54:59,668] 1278	T_sample 18.72	T_update 4.98	ETA 4:44:45	expert_R_avg 0.5305 [0.6999,0.4964,0.4827,0.1059,0.2997,0.0089]	expert_R_range (0.0318, 0.9381)	eps_len 73.49
[2022-11-15 07:55:23,747] 1279	T_sample 19.04	T_update 5.00	ETA 4:48:28	expert_R_avg 0.5301 [0.6992,0.4938,0.4830,0.1055,0.2989,0.0088]	expert_R_range (0.0313, 0.9306)	eps_len 74.10
[2022-11-15 07:55:47,887] 1280	T_sample 19.12	T_update 4.97	ETA 4:48:44	expert_R_avg 0.5302 [0.6993,0.4951,0.4823,0.1072,0.3010,0.0089]	expert_R_range (0.0234, 0.9324)	eps_len 73.43
[2022-11-15 07:56:11,717] 1281	T_sample 18.81	T_update 4.98	ETA 4:44:41	expert_R_avg 0.5302 [0.6988,0.4949,0.4829,0.1075,0.3015,0.0090]	expert_R_range (0.0120, 0.9307)	eps_len 73.60
[2022-11-15 07:56:35,779] 1282	T_sample 19.03	T_update 4.99	ETA 4:47:03	expert_R_avg 0.5297 [0.6978,0.4938,0.4830,0.1059,0.3023,0.0089]	expert_R_range (0.0053, 0.9300)	eps_len 73.60
[2022-11-15 07:57:00,070] 1283	T_sample 19.23	T_update 5.02	ETA 4:49:23	expert_R_avg 0.5317 [0.7006,0.4958,0.4846,0.1054,0.3026,0.0090]	expert_R_range (0.0268, 0.9328)	eps_len 73.56
[2022-11-15 07:57:23,956] 1284	T_sample 18.86	T_update 4.99	ETA 4:44:09	expert_R_avg 0.5298 [0.6988,0.4947,0.4819,0.1031,0.3026,0.0092]	expert_R_range (0.0056, 0.9330)	eps_len 74.01
[2022-11-15 07:57:47,875] 1285	T_sample 18.90	T_update 4.98	ETA 4:44:09	expert_R_avg 0.5314 [0.6997,0.4938,0.4849,0.1074,0.3024,0.0088]	expert_R_range (0.0095, 0.9300)	eps_len 73.44
[2022-11-15 07:58:11,751] 1286	T_sample 18.86	T_update 4.97	ETA 4:43:14	expert_R_avg 0.5311 [0.7000,0.4933,0.4850,0.1054,0.2991,0.0089]	expert_R_range (0.0352, 0.9323)	eps_len 73.61
[2022-11-15 07:58:36,067] 1287	T_sample 19.25	T_update 5.02	ETA 4:48:04	expert_R_avg 0.5304 [0.6993,0.4930,0.4832,0.1066,0.2999,0.0087]	expert_R_range (0.0077, 0.9339)	eps_len 73.52
[2022-11-15 07:59:00,073] 1288	T_sample 18.99	T_update 4.98	ETA 4:43:59	expert_R_avg 0.5310 [0.6986,0.4917,0.4864,0.1074,0.2993,0.0088]	expert_R_range (0.0115, 0.9309)	eps_len 73.62
[2022-11-15 07:59:23,869] 1289	T_sample 18.75	T_update 5.01	ETA 4:41:07	expert_R_avg 0.5280 [0.6971,0.4919,0.4795,0.1035,0.3000,0.0087]	expert_R_range (0.0046, 0.9326)	eps_len 73.39
[2022-11-15 07:59:47,971] 1290	T_sample 19.08	T_update 4.98	ETA 4:44:15	expert_R_avg 0.5305 [0.6986,0.4950,0.4840,0.1057,0.3021,0.0089]	expert_R_range (0.0190, 0.9290)	eps_len 73.56
[2022-11-15 08:00:12,277] 1291	T_sample 19.28	T_update 4.99	ETA 4:46:20	expert_R_avg 0.5307 [0.6998,0.4942,0.4832,0.1039,0.3014,0.0089]	expert_R_range (0.0311, 0.9360)	eps_len 73.00
[2022-11-15 08:00:35,960] 1292	T_sample 18.67	T_update 4.98	ETA 4:38:35	expert_R_avg 0.5347 [0.7019,0.4960,0.4923,0.1076,0.3024,0.0090]	expert_R_range (0.0302, 0.9310)	eps_len 73.55
[2022-11-15 08:01:00,156] 1293	T_sample 19.15	T_update 5.01	ETA 4:44:13	expert_R_avg 0.5308 [0.6988,0.4944,0.4856,0.1047,0.3004,0.0089]	expert_R_range (0.0106, 0.9313)	eps_len 73.77
[2022-11-15 08:01:24,034] 1294	T_sample 18.84	T_update 5.00	ETA 4:40:05	expert_R_avg 0.5302 [0.6987,0.4927,0.4836,0.1070,0.2994,0.0088]	expert_R_range (0.0162, 0.9286)	eps_len 73.45
[2022-11-15 08:01:48,371] 1295	T_sample 19.33	T_update 4.96	ETA 4:45:05	expert_R_avg 0.5294 [0.6972,0.4915,0.4840,0.1064,0.2982,0.0088]	expert_R_range (0.0365, 0.9293)	eps_len 73.62
[2022-11-15 08:02:12,238] 1296	T_sample 18.83	T_update 4.99	ETA 4:39:09	expert_R_avg 0.5314 [0.6993,0.4931,0.4867,0.1086,0.2992,0.0087]	expert_R_range (0.0322, 0.9300)	eps_len 73.86
[2022-11-15 08:02:36,490] 1297	T_sample 19.21	T_update 5.00	ETA 4:43:16	expert_R_avg 0.5312 [0.6997,0.4923,0.4856,0.1065,0.2991,0.0088]	expert_R_range (0.0186, 0.9325)	eps_len 73.41
[2022-11-15 08:03:00,602] 1298	T_sample 19.10	T_update 4.97	ETA 4:41:13	expert_R_avg 0.5305 [0.6985,0.4911,0.4855,0.1050,0.2994,0.0088]	expert_R_range (0.0220, 0.9307)	eps_len 74.07
[2022-11-15 08:03:24,437] 1299	T_sample 18.82	T_update 4.98	ETA 4:37:35	expert_R_avg 0.5310 [0.7007,0.4935,0.4841,0.1033,0.2980,0.0087]	expert_R_range (0.0281, 0.9280)	eps_len 73.07
[2022-11-15 08:03:48,271] 1300	T_sample 18.78	T_update 5.01	ETA 4:37:07	expert_R_avg 0.5306 [0.6983,0.4911,0.4863,0.1047,0.2990,0.0086]	expert_R_range (0.0297, 0.9353)	eps_len 73.48
[2022-11-15 08:04:11,953] 1301	T_sample 18.66	T_update 4.98	ETA 4:35:02	expert_R_avg 0.5293 [0.6978,0.4905,0.4831,0.1072,0.2964,0.0085]	expert_R_range (0.0006, 0.9325)	eps_len 73.67
[2022-11-15 08:04:35,820] 1302	T_sample 18.83	T_update 4.99	ETA 4:36:46	expert_R_avg 0.5299 [0.6992,0.4910,0.4827,0.1059,0.2969,0.0085]	expert_R_range (0.0009, 0.9327)	eps_len 73.58
[2022-11-15 08:04:59,872] 1303	T_sample 19.01	T_update 5.00	ETA 4:38:32	expert_R_avg 0.5283 [0.6979,0.4897,0.4800,0.1079,0.2952,0.0085]	expert_R_range (0.0342, 0.9335)	eps_len 73.55
[2022-11-15 08:05:23,791] 1304	T_sample 18.90	T_update 4.98	ETA 4:36:35	expert_R_avg 0.5292 [0.6983,0.4908,0.4825,0.1071,0.2954,0.0085]	expert_R_range (0.0284, 0.9296)	eps_len 73.45
[2022-11-15 08:05:47,652] 1305	T_sample 18.84	T_update 4.98	ETA 4:35:31	expert_R_avg 0.5293 [0.6970,0.4907,0.4847,0.1071,0.2962,0.0083]	expert_R_range (0.0375, 0.9295)	eps_len 73.44
[2022-11-15 08:06:11,670] 1306	T_sample 18.97	T_update 5.01	ETA 4:36:57	expert_R_avg 0.5270 [0.6956,0.4900,0.4792,0.1090,0.2958,0.0084]	expert_R_range (0.0135, 0.9320)	eps_len 73.52
[2022-11-15 08:06:35,477] 1307	T_sample 18.77	T_update 5.00	ETA 4:34:06	expert_R_avg 0.5275 [0.6948,0.4873,0.4830,0.1068,0.2950,0.0084]	expert_R_range (0.0212, 0.9292)	eps_len 73.64
[2022-11-15 08:06:59,185] 1308	T_sample 18.65	T_update 5.01	ETA 4:32:34	expert_R_avg 0.5287 [0.6974,0.4891,0.4831,0.1070,0.2932,0.0083]	expert_R_range (0.0067, 0.9340)	eps_len 73.72
[2022-11-15 08:07:23,339] 1309	T_sample 19.14	T_update 4.97	ETA 4:37:18	expert_R_avg 0.5282 [0.6968,0.4908,0.4808,0.1086,0.2973,0.0083]	expert_R_range (0.0254, 0.9323)	eps_len 74.19
[2022-11-15 08:07:47,931] 1310	T_sample 19.53	T_update 5.02	ETA 4:41:51	expert_R_avg 0.5333 [0.7007,0.4924,0.4905,0.1084,0.2992,0.0086]	expert_R_range (0.0282, 0.9304)	eps_len 73.81
[2022-11-15 08:08:11,870] 1311	T_sample 18.90	T_update 4.99	ETA 4:34:02	expert_R_avg 0.5317 [0.6992,0.4923,0.4874,0.1101,0.2991,0.0083]	expert_R_range (0.0103, 0.9271)	eps_len 73.63
[2022-11-15 08:08:36,295] 1312	T_sample 19.37	T_update 5.01	ETA 4:39:11	expert_R_avg 0.5294 [0.6977,0.4899,0.4840,0.1088,0.2953,0.0083]	expert_R_range (0.0014, 0.9274)	eps_len 73.07
[2022-11-15 08:09:00,586] 1313	T_sample 19.24	T_update 5.01	ETA 4:37:16	expert_R_avg 0.5324 [0.7000,0.4927,0.4887,0.1068,0.3002,0.0087]	expert_R_range (0.0229, 0.9329)	eps_len 73.56
[2022-11-15 08:09:24,608] 1314	T_sample 19.00	T_update 4.99	ETA 4:33:47	expert_R_avg 0.5277 [0.6975,0.4909,0.4779,0.1067,0.2983,0.0086]	expert_R_range (0.0007, 0.9311)	eps_len 74.05
[2022-11-15 08:09:48,504] 1315	T_sample 18.88	T_update 4.98	ETA 4:31:57	expert_R_avg 0.5304 [0.6990,0.4932,0.4843,0.1063,0.2981,0.0085]	expert_R_range (0.0138, 0.9332)	eps_len 73.94
[2022-11-15 08:10:12,643] 1316	T_sample 19.12	T_update 4.98	ETA 4:34:19	expert_R_avg 0.5284 [0.6976,0.4907,0.4802,0.1062,0.2985,0.0086]	expert_R_range (0.0041, 0.9338)	eps_len 73.81
[2022-11-15 08:10:37,082] 1317	T_sample 19.40	T_update 4.99	ETA 4:37:19	expert_R_avg 0.5290 [0.6982,0.4903,0.4808,0.1072,0.2985,0.0086]	expert_R_range (0.0000, 0.9332)	eps_len 73.16
[2022-11-15 08:11:01,088] 1318	T_sample 18.94	T_update 5.02	ETA 4:32:00	expert_R_avg 0.5264 [0.6944,0.4882,0.4804,0.1076,0.2929,0.0084]	expert_R_range (0.0170, 0.9295)	eps_len 73.54
[2022-11-15 08:11:25,161] 1319	T_sample 19.02	T_update 5.02	ETA 4:32:22	expert_R_avg 0.5272 [0.6960,0.4869,0.4796,0.1065,0.2957,0.0083]	expert_R_range (0.0012, 0.9333)	eps_len 74.11
[2022-11-15 08:11:49,131] 1320	T_sample 18.93	T_update 5.00	ETA 4:30:43	expert_R_avg 0.5297 [0.6989,0.4887,0.4824,0.1103,0.2963,0.0084]	expert_R_range (0.0165, 0.9367)	eps_len 73.64
[2022-11-15 08:12:13,235] 1321	T_sample 19.10	T_update 4.97	ETA 4:31:56	expert_R_avg 0.5258 [0.6952,0.4866,0.4759,0.1078,0.2961,0.0084]	expert_R_range (0.0083, 0.9314)	eps_len 73.62
[2022-11-15 08:12:37,288] 1322	T_sample 19.03	T_update 4.98	ETA 4:30:55	expert_R_avg 0.5264 [0.6955,0.4880,0.4778,0.1053,0.2959,0.0086]	expert_R_range (0.0030, 0.9384)	eps_len 73.53
[2022-11-15 08:13:01,523] 1323	T_sample 19.20	T_update 5.00	ETA 4:32:35	expert_R_avg 0.5276 [0.6960,0.4881,0.4809,0.1085,0.2952,0.0084]	expert_R_range (0.0332, 0.9332)	eps_len 73.02
[2022-11-15 08:13:25,600] 1324	T_sample 19.06	T_update 4.97	ETA 4:30:24	expert_R_avg 0.5323 [0.7001,0.4907,0.4878,0.1091,0.3002,0.0083]	expert_R_range (0.0109, 0.9347)	eps_len 73.67
[2022-11-15 08:13:49,852] 1325	T_sample 19.23	T_update 4.99	ETA 4:31:59	expert_R_avg 0.5264 [0.6956,0.4890,0.4771,0.1057,0.2974,0.0084]	expert_R_range (0.0058, 0.9278)	eps_len 73.72
[2022-11-15 08:14:13,664] 1326	T_sample 18.79	T_update 4.99	ETA 4:26:38	expert_R_avg 0.5266 [0.6970,0.4886,0.4763,0.1060,0.2951,0.0086]	expert_R_range (0.0113, 0.9317)	eps_len 73.78
[2022-11-15 08:14:37,830] 1327	T_sample 19.15	T_update 4.98	ETA 4:30:12	expert_R_avg 0.5283 [0.6968,0.4883,0.4815,0.1089,0.2960,0.0083]	expert_R_range (0.0014, 0.9313)	eps_len 73.69
[2022-11-15 08:15:01,905] 1328	T_sample 19.04	T_update 4.99	ETA 4:28:47	expert_R_avg 0.5281 [0.6976,0.4895,0.4795,0.1081,0.2963,0.0083]	expert_R_range (0.0105, 0.9286)	eps_len 73.87
[2022-11-15 08:15:26,064] 1329	T_sample 19.12	T_update 5.00	ETA 4:29:19	expert_R_avg 0.5270 [0.6957,0.4880,0.4797,0.1066,0.2948,0.0083]	expert_R_range (0.0038, 0.9295)	eps_len 73.67
[2022-11-15 08:15:50,215] 1330	T_sample 19.14	T_update 4.97	ETA 4:28:46	expert_R_avg 0.5247 [0.6947,0.4869,0.4742,0.1061,0.2941,0.0082]	expert_R_range (0.0304, 0.9337)	eps_len 73.70
[2022-11-15 08:16:14,173] 1331	T_sample 18.91	T_update 5.01	ETA 4:26:16	expert_R_avg 0.5269 [0.6967,0.4897,0.4768,0.1086,0.2963,0.0083]	expert_R_range (0.0012, 0.9328)	eps_len 73.89
[2022-11-15 08:16:38,147] 1332	T_sample 18.96	T_update 4.98	ETA 4:26:03	expert_R_avg 0.5266 [0.6967,0.4891,0.4759,0.1104,0.2952,0.0081]	expert_R_range (0.0047, 0.9306)	eps_len 73.26
[2022-11-15 08:17:02,044] 1333	T_sample 18.87	T_update 4.99	ETA 4:24:49	expert_R_avg 0.5279 [0.6973,0.4900,0.4793,0.1090,0.2959,0.0084]	expert_R_range (0.0173, 0.9333)	eps_len 74.09
[2022-11-15 08:17:25,908] 1334	T_sample 18.86	T_update 4.97	ETA 4:24:02	expert_R_avg 0.5311 [0.7002,0.4931,0.4839,0.1095,0.2991,0.0085]	expert_R_range (0.0007, 0.9308)	eps_len 73.50
[2022-11-15 08:17:49,985] 1335	T_sample 19.06	T_update 4.98	ETA 4:26:00	expert_R_avg 0.5262 [0.6963,0.4889,0.4762,0.1064,0.2945,0.0082]	expert_R_range (0.0149, 0.9292)	eps_len 73.41
[2022-11-15 08:18:13,974] 1336	T_sample 18.97	T_update 4.98	ETA 4:24:38	expert_R_avg 0.5262 [0.6957,0.4900,0.4769,0.1071,0.2948,0.0084]	expert_R_range (0.0012, 0.9305)	eps_len 73.78
[2022-11-15 08:18:38,145] 1337	T_sample 19.13	T_update 5.00	ETA 4:26:13	expert_R_avg 0.5279 [0.6974,0.4898,0.4793,0.1075,0.2966,0.0082]	expert_R_range (0.0224, 0.9284)	eps_len 73.38
[2022-11-15 08:19:02,037] 1338	T_sample 18.86	T_update 5.00	ETA 4:22:46	expert_R_avg 0.5292 [0.6987,0.4895,0.4826,0.1065,0.2937,0.0081]	expert_R_range (0.0083, 0.9337)	eps_len 73.73
[2022-11-15 08:19:26,193] 1339	T_sample 19.12	T_update 4.99	ETA 4:25:16	expert_R_avg 0.5280 [0.6974,0.4912,0.4802,0.1039,0.2958,0.0083]	expert_R_range (0.0140, 0.9332)	eps_len 73.56
[2022-11-15 08:19:50,111] 1340	T_sample 18.89	T_update 4.98	ETA 4:22:10	expert_R_avg 0.5301 [0.6988,0.4914,0.4832,0.1092,0.2978,0.0086]	expert_R_range (0.0054, 0.9318)	eps_len 73.77
[2022-11-15 08:20:14,407] 1341	T_sample 19.27	T_update 4.99	ETA 4:26:00	expert_R_avg 0.5299 [0.6989,0.4907,0.4835,0.1088,0.2955,0.0082]	expert_R_range (0.0139, 0.9283)	eps_len 73.75
[2022-11-15 08:20:38,245] 1342	T_sample 18.82	T_update 4.98	ETA 4:20:34	expert_R_avg 0.5279 [0.6976,0.4915,0.4798,0.1074,0.2942,0.0082]	expert_R_range (0.0206, 0.9358)	eps_len 73.51
[2022-11-15 08:21:02,472] 1343	T_sample 19.16	T_update 5.02	ETA 4:24:26	expert_R_avg 0.5269 [0.6970,0.4889,0.4764,0.1077,0.2964,0.0082]	expert_R_range (0.0220, 0.9360)	eps_len 73.56
[2022-11-15 08:21:26,197] 1344	T_sample 18.70	T_update 4.98	ETA 4:18:33	expert_R_avg 0.5270 [0.6974,0.4904,0.4768,0.1057,0.2957,0.0082]	expert_R_range (0.0121, 0.9312)	eps_len 73.50
[2022-11-15 08:21:50,502] 1345	T_sample 19.28	T_update 4.98	ETA 4:24:29	expert_R_avg 0.5306 [0.6989,0.4913,0.4855,0.1046,0.2988,0.0083]	expert_R_range (0.0184, 0.9351)	eps_len 73.64
[2022-11-15 08:22:14,421] 1346	T_sample 18.88	T_update 5.00	ETA 4:19:52	expert_R_avg 0.5274 [0.6959,0.4906,0.4804,0.1050,0.2968,0.0083]	expert_R_range (0.0097, 0.9304)	eps_len 73.97
[2022-11-15 08:22:38,440] 1347	T_sample 18.97	T_update 5.00	ETA 4:20:32	expert_R_avg 0.5250 [0.6942,0.4875,0.4757,0.1085,0.2934,0.0082]	expert_R_range (0.0096, 0.9326)	eps_len 74.01
[2022-11-15 08:23:02,265] 1348	T_sample 18.78	T_update 5.01	ETA 4:18:03	expert_R_avg 0.5273 [0.6972,0.4902,0.4778,0.1064,0.2957,0.0083]	expert_R_range (0.0362, 0.9387)	eps_len 73.67
[2022-11-15 08:23:26,392] 1349	T_sample 19.11	T_update 4.98	ETA 4:20:56	expert_R_avg 0.5284 [0.6977,0.4904,0.4801,0.1064,0.2972,0.0083]	expert_R_range (0.0229, 0.9319)	eps_len 73.76
[2022-11-15 08:23:50,222] 1350	T_sample 18.79	T_update 5.00	ETA 4:17:15	expert_R_avg 0.5298 [0.7003,0.4930,0.4811,0.1052,0.2968,0.0085]	expert_R_range (0.0227, 0.9319)	eps_len 72.69
[2022-11-15 08:24:14,297] 1351	T_sample 19.05	T_update 4.98	ETA 4:19:34	expert_R_avg 0.5302 [0.6996,0.4930,0.4822,0.1089,0.2985,0.0084]	expert_R_range (0.0158, 0.9361)	eps_len 73.75
[2022-11-15 08:24:38,785] 1352	T_sample 19.47	T_update 4.98	ETA 4:23:37	expert_R_avg 0.5290 [0.6990,0.4910,0.4805,0.1064,0.2965,0.0082]	expert_R_range (0.0275, 0.9309)	eps_len 73.30
[2022-11-15 08:25:02,728] 1353	T_sample 18.88	T_update 5.02	ETA 4:17:21	expert_R_avg 0.5323 [0.7020,0.4940,0.4850,0.1100,0.2991,0.0083]	expert_R_range (0.0218, 0.9341)	eps_len 74.34
[2022-11-15 08:25:26,708] 1354	T_sample 18.94	T_update 5.00	ETA 4:17:20	expert_R_avg 0.5270 [0.6973,0.4905,0.4767,0.1077,0.2951,0.0080]	expert_R_range (0.0179, 0.9320)	eps_len 73.59
[2022-11-15 08:25:50,549] 1355	T_sample 18.82	T_update 4.98	ETA 4:15:27	expert_R_avg 0.5281 [0.6969,0.4896,0.4803,0.1059,0.2986,0.0079]	expert_R_range (0.0048, 0.9291)	eps_len 73.63
[2022-11-15 08:26:14,251] 1356	T_sample 18.66	T_update 5.00	ETA 4:13:33	expert_R_avg 0.5300 [0.6998,0.4912,0.4825,0.1058,0.2968,0.0082]	expert_R_range (0.0019, 0.9297)	eps_len 74.16
[2022-11-15 08:26:38,489] 1357	T_sample 19.20	T_update 4.99	ETA 4:18:54	expert_R_avg 0.5313 [0.6997,0.4902,0.4859,0.1091,0.2982,0.0082]	expert_R_range (0.0052, 0.9332)	eps_len 73.39
[2022-11-15 08:27:02,983] 1358	T_sample 19.45	T_update 5.00	ETA 4:21:15	expert_R_avg 0.5301 [0.6992,0.4922,0.4834,0.1056,0.2980,0.0083]	expert_R_range (0.0055, 0.9275)	eps_len 73.77
[2022-11-15 08:27:26,983] 1359	T_sample 18.97	T_update 4.99	ETA 4:15:34	expert_R_avg 0.5314 [0.7009,0.4940,0.4844,0.1066,0.2993,0.0082]	expert_R_range (0.0055, 0.9271)	eps_len 74.12
[2022-11-15 08:27:50,883] 1360	T_sample 18.87	T_update 4.98	ETA 4:14:03	expert_R_avg 0.5270 [0.6975,0.4905,0.4763,0.1076,0.2956,0.0081]	expert_R_range (0.0092, 0.9325)	eps_len 73.66
[2022-11-15 08:28:14,811] 1361	T_sample 18.91	T_update 4.98	ETA 4:14:00	expert_R_avg 0.5284 [0.6995,0.4905,0.4779,0.1077,0.2952,0.0083]	expert_R_range (0.0067, 0.9313)	eps_len 73.82
[2022-11-15 08:28:38,678] 1362	T_sample 18.84	T_update 4.98	ETA 4:12:57	expert_R_avg 0.5304 [0.6997,0.4897,0.4835,0.1078,0.2974,0.0082]	expert_R_range (0.0000, 0.9282)	eps_len 73.87
[2022-11-15 08:29:02,530] 1363	T_sample 18.82	T_update 4.99	ETA 4:12:24	expert_R_avg 0.5302 [0.7007,0.4910,0.4821,0.1037,0.2960,0.0082]	expert_R_range (0.0119, 0.9338)	eps_len 73.97
[2022-11-15 08:29:26,890] 1364	T_sample 19.32	T_update 5.00	ETA 4:17:23	expert_R_avg 0.5306 [0.7014,0.4907,0.4808,0.1076,0.2990,0.0082]	expert_R_range (0.0184, 0.9345)	eps_len 73.79
[2022-11-15 08:29:50,878] 1365	T_sample 18.97	T_update 4.98	ETA 4:13:03	expert_R_avg 0.5306 [0.6998,0.4870,0.4844,0.1058,0.2968,0.0081]	expert_R_range (0.0114, 0.9319)	eps_len 73.89
[2022-11-15 08:30:14,738] 1366	T_sample 18.83	T_update 4.99	ETA 4:11:17	expert_R_avg 0.5302 [0.7007,0.4920,0.4811,0.1043,0.2992,0.0081]	expert_R_range (0.0347, 0.9315)	eps_len 74.02
[2022-11-15 08:30:38,526] 1367	T_sample 18.75	T_update 4.99	ETA 4:10:08	expert_R_avg 0.5268 [0.6974,0.4880,0.4758,0.1044,0.2973,0.0080]	expert_R_range (0.0210, 0.9326)	eps_len 73.75
[2022-11-15 08:31:02,706] 1368	T_sample 19.16	T_update 4.97	ETA 4:13:52	expert_R_avg 0.5286 [0.6985,0.4894,0.4795,0.1043,0.2988,0.0081]	expert_R_range (0.0142, 0.9316)	eps_len 73.51
[2022-11-15 08:31:26,844] 1369	T_sample 19.11	T_update 4.99	ETA 4:13:01	expert_R_avg 0.5309 [0.7009,0.4904,0.4823,0.1061,0.3004,0.0081]	expert_R_range (0.0012, 0.9371)	eps_len 73.55
[2022-11-15 08:31:51,025] 1370	T_sample 19.14	T_update 4.99	ETA 4:13:00	expert_R_avg 0.5290 [0.6995,0.4879,0.4788,0.1098,0.2970,0.0079]	expert_R_range (0.0037, 0.9320)	eps_len 72.96
[2022-11-15 08:32:14,860] 1371	T_sample 18.80	T_update 5.00	ETA 4:09:02	expert_R_avg 0.5293 [0.6982,0.4877,0.4819,0.1065,0.2994,0.0079]	expert_R_range (0.0016, 0.9324)	eps_len 73.61
[2022-11-15 08:32:38,690] 1372	T_sample 18.79	T_update 4.99	ETA 4:08:36	expert_R_avg 0.5279 [0.6977,0.4871,0.4790,0.1053,0.2968,0.0078]	expert_R_range (0.0254, 0.9324)	eps_len 73.52
[2022-11-15 08:33:02,817] 1373	T_sample 19.09	T_update 4.99	ETA 4:11:18	expert_R_avg 0.5288 [0.6979,0.4882,0.4807,0.1057,0.2993,0.0081]	expert_R_range (0.0399, 0.9287)	eps_len 73.63
[2022-11-15 08:33:26,887] 1374	T_sample 19.05	T_update 4.97	ETA 4:10:18	expert_R_avg 0.5277 [0.6971,0.4877,0.4802,0.1046,0.2943,0.0079]	expert_R_range (0.0017, 0.9348)	eps_len 73.68
[2022-11-15 08:33:51,119] 1375	T_sample 19.18	T_update 5.01	ETA 4:11:35	expert_R_avg 0.5272 [0.6973,0.4878,0.4775,0.1046,0.2970,0.0081]	expert_R_range (0.0020, 0.9298)	eps_len 73.56
[2022-11-15 08:34:15,261] 1376	T_sample 19.12	T_update 4.98	ETA 4:10:14	expert_R_avg 0.5291 [0.6994,0.4862,0.4805,0.1083,0.2947,0.0081]	expert_R_range (0.0025, 0.9305)	eps_len 73.64
[2022-11-15 08:34:39,474] 1377	T_sample 19.17	T_update 5.00	ETA 4:10:35	expert_R_avg 0.5281 [0.6972,0.4867,0.4799,0.1048,0.2988,0.0079]	expert_R_range (0.0306, 0.9342)	eps_len 74.29
[2022-11-15 08:35:03,400] 1378	T_sample 18.91	T_update 4.97	ETA 4:07:13	expert_R_avg 0.5292 [0.6986,0.4884,0.4817,0.1041,0.2977,0.0079]	expert_R_range (0.0045, 0.9302)	eps_len 73.88
[2022-11-15 08:35:27,177] 1379	T_sample 18.74	T_update 4.99	ETA 4:05:15	expert_R_avg 0.5281 [0.6972,0.4871,0.4803,0.1028,0.2987,0.0080]	expert_R_range (0.0037, 0.9285)	eps_len 73.69
[2022-11-15 08:35:50,989] 1380	T_sample 18.78	T_update 4.98	ETA 4:05:10	expert_R_avg 0.5292 [0.6966,0.4862,0.4851,0.1061,0.2963,0.0077]	expert_R_range (0.0295, 0.9336)	eps_len 73.70
[2022-11-15 08:36:14,834] 1381	T_sample 18.80	T_update 5.01	ETA 4:05:11	expert_R_avg 0.5298 [0.6992,0.4882,0.4821,0.1043,0.2994,0.0080]	expert_R_range (0.0178, 0.9353)	eps_len 73.87
[2022-11-15 08:36:38,911] 1382	T_sample 19.06	T_update 4.98	ETA 4:07:09	expert_R_avg 0.5285 [0.6966,0.4862,0.4826,0.1055,0.2972,0.0081]	expert_R_range (0.0043, 0.9302)	eps_len 73.86
[2022-11-15 08:37:03,175] 1383	T_sample 19.22	T_update 5.00	ETA 4:08:41	expert_R_avg 0.5286 [0.6979,0.4864,0.4815,0.1078,0.2941,0.0079]	expert_R_range (0.0311, 0.9343)	eps_len 73.73
[2022-11-15 08:37:27,022] 1384	T_sample 18.84	T_update 4.97	ETA 4:04:01	expert_R_avg 0.5278 [0.6959,0.4849,0.4829,0.1029,0.2943,0.0078]	expert_R_range (0.0209, 0.9305)	eps_len 74.06
[2022-11-15 08:37:51,120] 1385	T_sample 19.07	T_update 4.98	ETA 4:06:10	expert_R_avg 0.5240 [0.6928,0.4827,0.4756,0.1053,0.2930,0.0075]	expert_R_range (0.0303, 0.9341)	eps_len 73.62
[2022-11-15 08:38:15,184] 1386	T_sample 19.05	T_update 4.97	ETA 4:05:26	expert_R_avg 0.5282 [0.6960,0.4841,0.4844,0.1043,0.2931,0.0075]	expert_R_range (0.0110, 0.9283)	eps_len 74.16
[2022-11-15 08:38:38,979] 1387	T_sample 18.76	T_update 5.00	ETA 4:02:17	expert_R_avg 0.5273 [0.6950,0.4837,0.4828,0.1048,0.2933,0.0077]	expert_R_range (0.0519, 0.9287)	eps_len 73.31
[2022-11-15 08:39:02,732] 1388	T_sample 18.74	T_update 4.97	ETA 4:01:29	expert_R_avg 0.5274 [0.6956,0.4854,0.4813,0.1065,0.2950,0.0077]	expert_R_range (0.0092, 0.9313)	eps_len 73.49
[2022-11-15 08:39:26,711] 1389	T_sample 18.94	T_update 5.00	ETA 4:03:22	expert_R_avg 0.5253 [0.6933,0.4810,0.4793,0.1047,0.2923,0.0076]	expert_R_range (0.0403, 0.9279)	eps_len 73.72
[2022-11-15 08:39:50,982] 1390	T_sample 19.23	T_update 4.99	ETA 4:05:52	expert_R_avg 0.5254 [0.6947,0.4843,0.4771,0.1029,0.2937,0.0077]	expert_R_range (0.0254, 0.9299)	eps_len 74.14
[2022-11-15 08:40:15,247] 1391	T_sample 19.23	T_update 4.99	ETA 4:05:28	expert_R_avg 0.5271 [0.6947,0.4842,0.4826,0.1068,0.2929,0.0076]	expert_R_range (0.0162, 0.9286)	eps_len 73.31
